title,price,mrp,discount_percentage,link
Bang & Olufsen Wireless Over Ear Headphones Noise Cancelling Bluetooth Beoplay HX Gold Tone,132960,,,https://www.amazon.in/dp/B0B993PBJ7
"(Refurbished) Sony IER-EX15C Wired in Ear Type C Headphones, in-Line Remote for Volume & Mute Function with Mic, Tangle Fr...",1252,1790,30.06,https://www.amazon.in/dp/B0FQT7Y8FX
"boAt Bassheads 900 Pro Wired Headphones with 40Mm Drivers, Lightweight Foldable Design, Over Ear, Remote Control, Unidirec...",999,4990,79.98,https://www.amazon.in/dp/B0DHDDF5J2
"Portronics Muffs M2 Bluetooth Headphones Over Ear with Upto 40 Hrs Playtime, 40mm Dynamic Drivers, AUX 3.5mm, Powerful Bas...",749,2499,70.03,https://www.amazon.in/dp/B0C4HDNDGN
"Bose QuietComfort Ultra Bluetooth Headphones, Wireless Headphones with Spatial Audio, Over Ear Noise Cancelling Headphones...",24989,35900,30.39,https://www.amazon.in/dp/B0D4ZC4XMT
"Sony LinkBuds S WF-LS900N Noise Cancellation Bluetooth Earbuds, TWS, Hi-Res Audio, Up to 23Hrs Battery-Black",16900,24990,32.37,https://www.amazon.in/dp/B09YL76VSR
"in Ear Wired Earphones for Sony Xperia Z2a in-Ear Headphones with Mic, Super Extra Bass, Melodious Sound, Magnetic Earbud...",415,1999,79.24,https://www.amazon.in/dp/B0FCM5QFTF
"JBL Live 770NC True Adaptive Noise Cancellation Headphones, Wireless Over Ear, Spatial Sound, 65Hrs Playtime, Speed Charg...",7998,14999,46.68,https://www.amazon.in/dp/B0CHMMVHQL
"Sponsored Ad - ZEBRONICS Silencio 111,Over Ear Wireless Headphone,Hybrid ANC (50dB),55*Hrs Backup,Transparency Mode,40mm T...",2499,8999,72.23,https://www.amazon.in/dp/B0F4N493XH
Sponsored Ad - Marshall Monitor III Active Noise Canceling Over Ear Bluetooth Headphones,29999,,,https://www.amazon.in/dp/B0DFDT1TWC
"Sponsored Ad - Sennheiser Momentum 4 Wireless Over Ear Headphones, German Design, ANC, 60h Battery, Customizable Sound, 4 ...",20990,34990,40.01,https://www.amazon.in/dp/B0CQ2TBSPV
"M.G.R.J® Headphone EarPads for Sony WH-CH500/CH510/CH520, MDR ZX100/ZX110/ZX110NC/ZX220/XB200/ZX300/ZX330BT,MDR-V100/V150/...",599,999,40.04,https://www.amazon.in/dp/B0F88FVZKV
"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 40 Hours Playtime, Blu...",1999,8245,75.76,https://www.amazon.in/dp/B0CBFYNWWG
"boAt Rockerz 425 Bluetooth Wireless Over Ear Headphones with Mic Signature Sound, Beast Mode for Gaming, Enx Tech, ASAP Ch...",1099,2999,63.35,https://www.amazon.in/dp/B09QL3NQHX
"Sony WF-C500 Bluetooth Earbuds with Mic, TWS, Up to 20Hrs Battery-Black",4999,8990,44.39,https://www.amazon.in/dp/B09PC695Q9
"JBL C100SI Wired In Ear Headphones With Mic, Pure Bass Sound, One Button Multi-Function Remote, Premium Metallic Finish, A...",549,1299,57.74,https://www.amazon.in/dp/B01DEWVZ2C
"BonKaso Headphone Carrying Case – Hard Shell Vinyl Protective Case Compatible with Boat Rockerz 550, Sony WH-CH510/CH710N,...",469,999,53.05,https://www.amazon.in/dp/B0F5X25WNN
"Sony WH-CH710N Active Noise Cancelling Wireless Headphones Bluetooth Over Ear Headset with Mic for Phone-Call, 35Hrs Batte...",,,,https://www.amazon.in/dp/B0872FKQZZ
Bluetooth Earphones for Sony Xperia Ace 2 Earphones Original Like Wireless Bluetooth Neckband in-Ear Headphones Headset wi...,499,1599,68.79,https://www.amazon.in/dp/B0FDLDZW2D
"Sony INZONE H5 Wireless Gaming Headset, 360 Spatial Sound, Works with PC, PS5, 28 Hour Battery, 2.4Ghz Wireless and 3.5mm ...",15990,19990,20.01,https://www.amazon.in/dp/B0CNPGZXKJ
Earphones for Sony Xperia XA3 / XA 3 Earphones Original Like Wired in-Ear Headphones Stereo Deep Bass Head Hands-Free Head...,349,999,65.07,https://www.amazon.in/dp/B0CKRR8S4V
Sounce Headphone Vinyl Carrying Case Earpads Storage Bag Headphone Pouch Portable Anti-Pressure Compatible for Sony WH C51...,359,999,64.06,https://www.amazon.in/dp/B0DHS14C1Y
Wireless Earphones Headphones for Sony Xperia Pro Sports Bluetooth Wireless Earphone with Deep Bass and Neckband Hands-Fre...,599,1198,50.0,https://www.amazon.in/dp/B09HP1MNJC
"Noise Airwave Max 3 Bluetooth On Ear Headphones with 70H Playtime, 40mm Driver, Low Latency(up to 45ms),Dual Pairing, BT v...",1699,5499,69.1,https://www.amazon.in/dp/B0CY1Z6WGN
Bluetooth Earphones for Sony Xperia 10 Plus / Xperia10 Plus Earphones Original Like Wireless Bluetooth Neckband in-Ear Hea...,1199,2499,52.02,https://www.amazon.in/dp/B0CKWBQ781
"Sponsored Ad - ZEBRONICS Duke Over Ear Wireless Headphone with Up to 60h Backup,Supports Bluetooth,Dual Pairing,Gaming Mod...",899,1999,55.03,https://www.amazon.in/dp/B088FM4QG4
"Sponsored Ad - Skullcandy Crusher ANC 2 Over-Ear 4-Mic Active Noise Cancelling Wireless Headphones with Sensory Bass, 40mm...",14999,49999,70.0,https://www.amazon.in/dp/B0C9L8ZR6Q
"Earphones for Sony Xperia C4 Dual, Sony Xperia Z2, Sony Xperia XA Ultra, Sony Xperia C5 Ultra Dual, Sony Xperia Z3 Wired H...",349,699,50.07,https://www.amazon.in/dp/B0FDBD9GWD
